source,package,probable_app_name,purpose,transformation,target,status,target_action,alias_action
hyperos3-icons/apps/128/com.tencent.qt.sns.png,com.tencent.qt.sns,Sns,application icon,com.tencent.qt.sns -> qt-sns,hyperos icons/apps/scalable/qt-sns.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.tencent.qt.sns.png,com.tencent.qt.sns,Sns,application icon,com.tencent.qt.sns -> qt-sns,hyperos icons/apps@2x/scalable/qt-sns.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.tencent.tim.png,com.tencent.tim,Tim,application icon,com.tencent.tim -> tim,hyperos icons/apps/scalable/tim.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.tencent.tim.png,com.tencent.tim,Tim,application icon,com.tencent.tim -> tim,hyperos icons/apps@2x/scalable/tim.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.twitter.android.png,com.twitter.android,Android,application icon,com.twitter.android -> twitter,hyperos icons/apps/scalable/twitter.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.twitter.android.png,com.twitter.android,Android,application icon,com.twitter.android -> twitter,hyperos icons/apps@2x/scalable/twitter.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.whatsapp.png,com.whatsapp,Whatsapp,application icon,com.whatsapp -> whatsapp,hyperos icons/apps/scalable/whatsapp.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.whatsapp.png,com.whatsapp,Whatsapp,application icon,com.whatsapp -> whatsapp,hyperos icons/apps@2x/scalable/whatsapp.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.bbs.png,com.xiaomi.bbs,Bbs,application icon,com.xiaomi.bbs -> bbs,hyperos icons/apps/scalable/bbs.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.bbs.png,com.xiaomi.bbs,Bbs,application icon,com.xiaomi.bbs -> bbs,hyperos icons/apps@2x/scalable/bbs.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.calendar.png,com.xiaomi.calendar,Calendar,application icon,com.xiaomi.calendar -> x-office-calendar,hyperos icons/apps/scalable/x-office-calendar.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.calendar.png,com.xiaomi.calendar,Calendar,application icon,com.xiaomi.calendar -> x-office-calendar,hyperos icons/apps@2x/scalable/x-office-calendar.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.gamecenter.pad.png,com.xiaomi.gamecenter.pad,Pad,application icon,com.xiaomi.gamecenter.pad -> gamecenter-pad,hyperos icons/apps/scalable/gamecenter-pad.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.gamecenter.pad.png,com.xiaomi.gamecenter.pad,Pad,application icon,com.xiaomi.gamecenter.pad -> gamecenter-pad,hyperos icons/apps@2x/scalable/gamecenter-pad.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.gamecenter.png,com.xiaomi.gamecenter,Gamecenter,application icon,com.xiaomi.gamecenter -> gamecenter,hyperos icons/apps/scalable/gamecenter.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.gamecenter.png,com.xiaomi.gamecenter,Gamecenter,application icon,com.xiaomi.gamecenter -> gamecenter,hyperos icons/apps@2x/scalable/gamecenter.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.hm.health.png,com.xiaomi.hm.health,Health,application icon,com.xiaomi.hm.health -> hm-health,hyperos icons/apps/scalable/hm-health.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.hm.health.png,com.xiaomi.hm.health,Health,application icon,com.xiaomi.hm.health -> hm-health,hyperos icons/apps@2x/scalable/hm-health.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.market.png,com.xiaomi.market,Market,application icon,com.xiaomi.market -> market,hyperos icons/apps/scalable/market.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.market.png,com.xiaomi.market,Market,application icon,com.xiaomi.market -> market,hyperos icons/apps@2x/scalable/market.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.mico.png,com.xiaomi.mico,Mico,application icon,com.xiaomi.mico -> mico,hyperos icons/apps/scalable/mico.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.mico.png,com.xiaomi.mico,Mico,application icon,com.xiaomi.mico -> mico,hyperos icons/apps@2x/scalable/mico.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.padshop.png,com.xiaomi.padshop,Padshop,application icon,com.xiaomi.padshop -> padshop,hyperos icons/apps/scalable/padshop.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.padshop.png,com.xiaomi.padshop,Padshop,application icon,com.xiaomi.padshop -> padshop,hyperos icons/apps@2x/scalable/padshop.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.scanner.png,com.xiaomi.scanner,Scanner,application icon,com.xiaomi.scanner -> scanner,hyperos icons/apps/scalable/scanner.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.scanner.png,com.xiaomi.scanner,Scanner,application icon,com.xiaomi.scanner -> scanner,hyperos icons/apps@2x/scalable/scanner.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.shop.activity.MainTabActivity.png,com.xiaomi.shop.activity.MainTabActivity,Main Tab Activity,application icon,com.xiaomi.shop.activity.MainTabActivity -> shop-activity-maintabactivity,hyperos icons/apps/scalable/shop-activity-maintabactivity.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.shop.activity.MainTabActivity.png,com.xiaomi.shop.activity.MainTabActivity,Main Tab Activity,application icon,com.xiaomi.shop.activity.MainTabActivity -> shop-activity-maintabactivity,hyperos icons/apps@2x/scalable/shop-activity-maintabactivity.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.shop.png,com.xiaomi.shop,Shop,application icon,com.xiaomi.shop -> shop,hyperos icons/apps/scalable/shop.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.shop.png,com.xiaomi.shop,Shop,application icon,com.xiaomi.shop -> shop,hyperos icons/apps@2x/scalable/shop.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.smarthome.png,com.xiaomi.smarthome,Smarthome,application icon,com.xiaomi.smarthome -> smarthome,hyperos icons/apps/scalable/smarthome.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.smarthome.png,com.xiaomi.smarthome,Smarthome,application icon,com.xiaomi.smarthome -> smarthome,hyperos icons/apps@2x/scalable/smarthome.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.vipaccount.png,com.xiaomi.vipaccount,Vipaccount,application icon,com.xiaomi.vipaccount -> vipaccount,hyperos icons/apps/scalable/vipaccount.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.vipaccount.png,com.xiaomi.vipaccount,Vipaccount,application icon,com.xiaomi.vipaccount -> vipaccount,hyperos icons/apps@2x/scalable/vipaccount.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.xmsf.CloudMessaging.png,com.xiaomi.xmsf.CloudMessaging,Cloud Messaging,application icon,com.xiaomi.xmsf.CloudMessaging -> xmsf-cloudmessaging,hyperos icons/apps/scalable/xmsf-cloudmessaging.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xiaomi.xmsf.CloudMessaging.png,com.xiaomi.xmsf.CloudMessaging,Cloud Messaging,application icon,com.xiaomi.xmsf.CloudMessaging -> xmsf-cloudmessaging,hyperos icons/apps@2x/scalable/xmsf-cloudmessaging.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xingin.xhs.png,com.xingin.xhs,Xhs,application icon,com.xingin.xhs -> xingin-xhs,hyperos icons/apps/scalable/xingin-xhs.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xingin.xhs.png,com.xingin.xhs,Xhs,application icon,com.xingin.xhs -> xingin-xhs,hyperos icons/apps@2x/scalable/xingin-xhs.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xunmeng.pinduoduo.png,com.xunmeng.pinduoduo,Pinduoduo,application icon,com.xunmeng.pinduoduo -> xunmeng-pinduoduo,hyperos icons/apps/scalable/xunmeng-pinduoduo.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/com.xunmeng.pinduoduo.png,com.xunmeng.pinduoduo,Pinduoduo,application icon,com.xunmeng.pinduoduo -> xunmeng-pinduoduo,hyperos icons/apps@2x/scalable/xunmeng-pinduoduo.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_folder.png,icon_folder,Icon Folder,application icon,icon_folder -> icon-folder,hyperos icons/apps/scalable/icon-folder.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_folder.png,icon_folder,Icon Folder,application icon,icon_folder -> icon-folder,hyperos icons/apps@2x/scalable/icon-folder.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_folder_light.png,icon_folder_light,Icon Folder Light,application icon,icon_folder_light -> icon-folder-light,hyperos icons/apps/scalable/icon-folder-light.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_folder_light.png,icon_folder_light,Icon Folder Light,application icon,icon_folder_light -> icon-folder-light,hyperos icons/apps@2x/scalable/icon-folder-light.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_mask.png,icon_mask,Icon Mask,application icon,icon_mask -> icon-mask,hyperos icons/apps/scalable/icon-mask.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_mask.png,icon_mask,Icon Mask,application icon,icon_mask -> icon-mask,hyperos icons/apps@2x/scalable/icon-mask.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_pattern.png,icon_pattern,Icon Pattern,application icon,icon_pattern -> icon-pattern,hyperos icons/apps/scalable/icon-pattern.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/icon_pattern.png,icon_pattern,Icon Pattern,application icon,icon_pattern -> icon-pattern,hyperos icons/apps@2x/scalable/icon-pattern.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/mark.via.png,mark.via,Via,application icon,mark.via -> mark-via,hyperos icons/apps/scalable/mark-via.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/mark.via.png,mark.via,Via,application icon,mark.via -> mark-via,hyperos icons/apps@2x/scalable/mark-via.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/me.ele.png,me.ele,Ele,application icon,me.ele -> ele,hyperos icons/apps/scalable/ele.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/me.ele.png,me.ele,Ele,application icon,me.ele -> ele,hyperos icons/apps@2x/scalable/ele.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/net.csdn.csdnplus.png,net.csdn.csdnplus,Csdnplus,application icon,net.csdn.csdnplus -> csdn-csdnplus,hyperos icons/apps/scalable/csdn-csdnplus.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/net.csdn.csdnplus.png,net.csdn.csdnplus,Csdnplus,application icon,net.csdn.csdnplus -> csdn-csdnplus,hyperos icons/apps@2x/scalable/csdn-csdnplus.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/org.telegram.messenger.png,org.telegram.messenger,Messenger,application icon,org.telegram.messenger -> telegram,hyperos icons/apps/scalable/telegram.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/org.telegram.messenger.png,org.telegram.messenger,Messenger,application icon,org.telegram.messenger -> telegram,hyperos icons/apps@2x/scalable/telegram.svg,mapped,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/tv.danmaku.bili.png,tv.danmaku.bili,Bili,application icon,tv.danmaku.bili -> tv-danmaku-bili,hyperos icons/apps/scalable/tv-danmaku-bili.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/tv.danmaku.bili.png,tv.danmaku.bili,Bili,application icon,tv.danmaku.bili -> tv-danmaku-bili,hyperos icons/apps@2x/scalable/tv-danmaku-bili.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/xyz.akimlc.themetool.png,xyz.akimlc.themetool,Themetool,application icon,xyz.akimlc.themetool -> akimlc-themetool,hyperos icons/apps/scalable/akimlc-themetool.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/apps/128/xyz.akimlc.themetool.png,xyz.akimlc.themetool,Themetool,application icon,xyz.akimlc.themetool -> akimlc-themetool,hyperos icons/apps@2x/scalable/akimlc-themetool.svg,fallback,exists-skip,alias-exists-skip
hyperos3-icons/status/24/status_bar_toggle_bluetooth_off.png,status_bar_toggle_bluetooth_off,status_bar_toggle_bluetooth_off,status toggle icon,status_bar_toggle_bluetooth_off -> bluetooth-disabled,hyperos icons/actions/24/bluetooth-disabled.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_bluetooth_off.png,status_bar_toggle_bluetooth_off,status_bar_toggle_bluetooth_off,status toggle icon,status_bar_toggle_bluetooth_off -> bluetooth-disabled,hyperos icons/actions@2x/24/bluetooth-disabled.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_bluetooth_on.png,status_bar_toggle_bluetooth_on,status_bar_toggle_bluetooth_on,status toggle icon,status_bar_toggle_bluetooth_on -> bluetooth-active,hyperos icons/actions/24/bluetooth-active.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_bluetooth_on.png,status_bar_toggle_bluetooth_on,status_bar_toggle_bluetooth_on,status toggle icon,status_bar_toggle_bluetooth_on -> bluetooth-active,hyperos icons/actions@2x/24/bluetooth-active.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_data_off.png,status_bar_toggle_data_off,status_bar_toggle_data_off,status toggle icon,status_bar_toggle_data_off -> network-cellular-off,hyperos icons/actions/24/network-cellular-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_data_off.png,status_bar_toggle_data_off,status_bar_toggle_data_off,status toggle icon,status_bar_toggle_data_off -> network-cellular-off,hyperos icons/actions@2x/24/network-cellular-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_data_on.png,status_bar_toggle_data_on,status_bar_toggle_data_on,status toggle icon,status_bar_toggle_data_on -> network-cellular-on,hyperos icons/actions/24/network-cellular-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_data_on.png,status_bar_toggle_data_on,status_bar_toggle_data_on,status toggle icon,status_bar_toggle_data_on -> network-cellular-on,hyperos icons/actions@2x/24/network-cellular-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_flight_mode_off.png,status_bar_toggle_flight_mode_off,status_bar_toggle_flight_mode_off,status toggle icon,status_bar_toggle_flight_mode_off -> airplane-mode-off,hyperos icons/actions/24/airplane-mode-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_flight_mode_off.png,status_bar_toggle_flight_mode_off,status_bar_toggle_flight_mode_off,status toggle icon,status_bar_toggle_flight_mode_off -> airplane-mode-off,hyperos icons/actions@2x/24/airplane-mode-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_flight_mode_on.png,status_bar_toggle_flight_mode_on,status_bar_toggle_flight_mode_on,status toggle icon,status_bar_toggle_flight_mode_on -> airplane-mode-on,hyperos icons/actions/24/airplane-mode-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_flight_mode_on.png,status_bar_toggle_flight_mode_on,status_bar_toggle_flight_mode_on,status toggle icon,status_bar_toggle_flight_mode_on -> airplane-mode-on,hyperos icons/actions@2x/24/airplane-mode-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_lock.png,status_bar_toggle_lock,status_bar_toggle_lock,status toggle icon,status_bar_toggle_lock -> changes-prevent,hyperos icons/actions/24/changes-prevent.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_lock.png,status_bar_toggle_lock,status_bar_toggle_lock,status toggle icon,status_bar_toggle_lock -> changes-prevent,hyperos icons/actions@2x/24/changes-prevent.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_torch_off.png,status_bar_toggle_torch_off,status_bar_toggle_torch_off,status toggle icon,status_bar_toggle_torch_off -> flashlight-off,hyperos icons/actions/24/flashlight-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_torch_off.png,status_bar_toggle_torch_off,status_bar_toggle_torch_off,status toggle icon,status_bar_toggle_torch_off -> flashlight-off,hyperos icons/actions@2x/24/flashlight-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_torch_on.png,status_bar_toggle_torch_on,status_bar_toggle_torch_on,status toggle icon,status_bar_toggle_torch_on -> flashlight-on,hyperos icons/actions/24/flashlight-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_torch_on.png,status_bar_toggle_torch_on,status_bar_toggle_torch_on,status toggle icon,status_bar_toggle_torch_on -> flashlight-on,hyperos icons/actions@2x/24/flashlight-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_ap_off.png,status_bar_toggle_wifi_ap_off,status_bar_toggle_wifi_ap_off,status toggle icon,status_bar_toggle_wifi_ap_off -> network-wireless-hotspot-disabled,hyperos icons/actions/24/network-wireless-hotspot-disabled.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_ap_off.png,status_bar_toggle_wifi_ap_off,status_bar_toggle_wifi_ap_off,status toggle icon,status_bar_toggle_wifi_ap_off -> network-wireless-hotspot-disabled,hyperos icons/actions@2x/24/network-wireless-hotspot-disabled.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_ap_on.png,status_bar_toggle_wifi_ap_on,status_bar_toggle_wifi_ap_on,status toggle icon,status_bar_toggle_wifi_ap_on -> network-wireless-hotspot,hyperos icons/actions/24/network-wireless-hotspot.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_ap_on.png,status_bar_toggle_wifi_ap_on,status_bar_toggle_wifi_ap_on,status toggle icon,status_bar_toggle_wifi_ap_on -> network-wireless-hotspot,hyperos icons/actions@2x/24/network-wireless-hotspot.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_off.png,status_bar_toggle_wifi_off,status_bar_toggle_wifi_off,status toggle icon,status_bar_toggle_wifi_off -> network-wireless-off,hyperos icons/actions/24/network-wireless-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_off.png,status_bar_toggle_wifi_off,status_bar_toggle_wifi_off,status toggle icon,status_bar_toggle_wifi_off -> network-wireless-off,hyperos icons/actions@2x/24/network-wireless-off.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_on.png,status_bar_toggle_wifi_on,status_bar_toggle_wifi_on,status toggle icon,status_bar_toggle_wifi_on -> network-wireless-on,hyperos icons/actions/24/network-wireless-on.svg,mapped,exists-skip,
hyperos3-icons/status/24/status_bar_toggle_wifi_on.png,status_bar_toggle_wifi_on,status_bar_toggle_wifi_on,status toggle icon,status_bar_toggle_wifi_on -> network-wireless-on,hyperos icons/actions@2x/24/network-wireless-on.svg,mapped,exists-skip,
